node,x,y,z,x_2d,y_2d
H1-6,1.2231181859970093,0.2112661600112915,1.165502429008484,7.342897415161133,-1.2160437107086182
HAUS7,1.7200723886489868,-0.0988120660185813,2.628914356231689,4.527909278869629,-5.702839374542236
ZNF451,0.917375922203064,0.3993982970714569,2.299903154373169,5.186959266662598,-3.8668105602264404
SEL1L,1.3477885723114014,0.2900598645210266,2.264066457748413,5.558250904083252,-4.834689617156982
EIF6,1.1744415760040283,0.2872685194015503,-0.5181272029876709,10.186017036437988,0.8228409886360168
METTL7A,1.419255614280701,0.406183511018753,1.8207417726516724,6.8989949226379395,-3.348747491836548
LTBR,1.7367122173309326,0.4859577119350433,0.9313421845436096,8.429261207580566,-1.0838202238082886
UBTD1,0.9647460579872132,-0.2465380132198333,2.539375305175781,3.8999240398406982,-3.234353542327881
DSP,2.159534215927124,-1.0303775072097778,-1.240973949432373,4.150548458099365,0.9285572171211243
PJA1,1.128058671951294,0.2875537872314453,2.529228687286377,4.3628764152526855,-4.8692827224731445
PLD3,-2.0142297744750977,1.2484818696975708,-1.669076919555664,11.623473167419434,10.6356782913208
KCNQ1,0.8720661401748657,1.577908277511597,0.633202850818634,12.189474105834961,1.0119669437408447
FAM168A,0.9497544765472412,0.378892034292221,1.7902294397354126,6.166815280914307,-2.588026523590088
ATP11A,1.5081135034561155,0.4767610430717468,2.306602716445923,6.104247093200684,-5.3284759521484375
IMP3,-0.8802958130836487,1.993821144104004,0.2811480760574341,11.551743507385254,5.390193462371826
RCOR1,-0.5914807319641113,-0.874114990234375,1.5587828159332275,1.3674712181091309,2.545783042907715
ATP2B1,0.8439165949821472,0.0433207005262374,2.882049798965454,3.961167573928833,-4.8419413566589355
HCLS1,1.1438326835632324,0.127745509147644,1.7724632024765017,5.858954906463623,-2.390941619873047
DCUN1D1,0.8620671629905701,0.1323735862970352,2.072784185409546,4.770548343658447,-3.1361870765686035
RAP2C,1.733468770980835,0.4357916712760925,2.545383930206299,5.830530643463135,-6.371050834655762
